danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0.695,0.39,10,-13.834,0,0.0287,0.65,0.241,0.633,0.476,94.993
0.744,0.535,5,-8.665,0,0.0275,0.737,0.00404,0.153,0.56,108.977
0.736,0.545,4,-6.41,0,0.0499,0.746,0.121,0.14,0.344,105.986
0.675,0.635,7,-5.266,1,0.0416,0.246,0,0.211,0.642,144.984
0.483,0.599,2,-7.564,1,0.39,0.848,2.01e-05,0.153,0.175,75.375
0.812,0.703,4,-4.499,1,0.148,0.358,0,0.105,0.554,138.019
0.783,0.476,0,-8.096,0,0.0293,0.181,0,0.0892,0.533,100.017
0.686,0.6,5,-7.399,0,0.0463,0.0186,9.09e-05,0.141,0.28,100.008
0.726,0.619,11,-7.543,0,0.317,0.42,2.61e-05,0.268,0.384,89.23
0.916,0.737,1,-5.03,0,0.147,0.257,0,0.149,0.905,139.986
0.787,0.658,8,-7.595,1,0.0325,0.65,2.31e-05,0.118,0.475,120.005
0.947,0.533,0,-7.273,1,0.189,0.185,7.42e-06,0.137,0.21,101.022
0.768,0.368,11,-13.274,0,0.047,0.329,0.105,0.284,0.365,107.998
0.645,0.566,2,-12.294,1,0.14,0.237,4.73e-06,0.418,0.556,76.876
0.86,0.766,11,-9.311,0,0.118,0.41,2.62e-05,0.121,0.844,156.055
0.678,0.482,2,-14.073,1,0.144,0.514,0,0.298,0.459,90.962
0.96,0.557,6,-9.617,0,0.109,0.175,0,0.664,0.651,129.98
0.535,0.497,7,-11.113,0,0.15,0.444,0.248,0.104,0.148,218.059
0.778,0.715,7,-5.125,1,0.0349,0.705,0.000152,0.0956,0.363,106.002
0.578,0.433,7,-15.12,1,0.201,0.664,0,0.0936,0.37,179.877
0.598,0.489,11,-8.884,0,0.0486,0.587,0,0.119,0.502,204.179
0.703,0.28,3,-9.56,1,0.0293,0.726,0.000282,0.118,0.338,141.892
0.669,0.773,10,-8.182,1,0.108,0.13,4.01e-05,0.0838,0.358,170.085
0.809,0.626,9,-7.531,0,0.0467,0.111,0,0.112,0.718,141.981
0.76,0.682,7,-8.323,0,0.0763,0.0347,0,0.101,0.552,135.043
0.766,0.785,1,-5.397,1,0.178,0.143,0,0.099,0.565,160.026
0.761,0.681,1,-9.956,1,0.341,0.321,0.0173,0.0961,0.352,149.098
0.63,0.653,8,-10.747,1,0.0341,0.00297,0.00196,0.613,0.334,137.975
0.769,0.388,11,-14.427,0,0.0508,0.624,0.029,0.31,0.611,129.99
0.803,0.524,0,-9.493,1,0.082,0.131,8.07e-06,0.199,0.614,81.004
0.857,0.511,6,-14.041,0,0.0578,0.26,4.7e-05,0.174,0.55,127.046
0.733,0.426,5,-16.53,0,0.11,0.0587,0.000351,0.15,0.32,161.024
0.77,0.371,11,-14.123,0,0.203,0.445,0.00133,0.536,0.176,92.035
0.844,0.677,6,-5.958,1,0.0564,0.171,2.34e-05,0.387,0.791,111.006
0.626,0.503,5,-8.753,1,0.0389,0.362,1.42e-06,0.0762,0.574,140.014
0.901,0.471,0,-7.223,1,0.0691,0.578,0,0.0956,0.617,124.093
0.649,0.643,5,-6.951,0,0.175,0.634,0,0.35,0.648,90.118
0.678,0.402,2,-10.757,1,0.0635,0.541,2.4e-05,0.095,0.127,105.013
0.785,0.787,7,-4.401,1,0.145,0.347,7.26e-06,0.12,0.339,95.031
0.689,0.326,7,-10.675,1,0.0372,0.751,1.27e-05,0.0975,0.395,94.984
0.356,0.519,1,-7.051,0,0.0573,0.534,0,0.0871,0.248,203.59
0.855,0.443,8,-10.965,0,0.154,0.117,0,0.0817,0.449,97.96
0.78,0.702,2,-5.178,1,0.0463,0.355,2.88e-06,0.118,0.604,110.007
0.708,0.251,3,-13.428,1,0.0477,0.803,0,0.27,0.342,126.011
0.714,0.0996,2,-18.773,1,0.0966,0.877,2.54e-06,0.082,0.5,142.812
0.61,0.378,4,-12.233,1,0.0306,0.107,0.000255,0.146,0.315,134.929
0.663,0.133,4,-15.412,1,0.0511,0.94,1.12e-06,0.127,0.632,119.973
0.546,0.168,5,-14.083,1,0.0594,0.866,9.74e-05,0.0923,0.267,174.038
0.69,0.777,2,-7.107,1,0.0357,0.0969,0.766,0.0909,0.156,127.003
0.541,0.332,4,-10.354,1,0.0381,0.688,0,0.403,0.476,128.973
0.508,0.174,7,-19.125,1,0.0749,0.939,0.000146,0.465,0.426,148.488
0.575,0.373,4,-12.941,1,0.0307,0.0311,0.846,0.108,0.153,135.018
0.771,0.438,3,-10.909,0,0.0745,0.794,0.0454,0.112,0.622,94.997
0.768,0.821,10,-8.691,0,0.0399,0.353,0.256,0.336,0.944,131.015
0.749,0.394,0,-11.061,0,0.042,0.273,0,0.139,0.272,128.013
0.57,0.626,3,-8.547,0,0.0409,0.745,0.00217,0.223,0.78,94.947
0.752,0.607,6,-7.505,1,0.0319,0.0684,0,0.335,0.739,117.978
0.75,0.742,11,-7.202,1,0.097,0.685,0,0.361,0.772,130.018
0.685,0.695,10,-7.533,0,0.0434,0.151,0.24,0.0692,0.885,134.978
0.841,0.854,3,-4.533,0,0.0345,0.0185,0.139,0.166,0.637,127.991
0.748,0.527,0,-6.471,1,0.0354,0.358,0,0.109,0.295,129.939
0.681,0.815,6,-3.928,1,0.0387,0.065,0.386,0.521,0.796,133.018
0.739,0.647,5,-8.563,1,0.244,0.125,0,0.285,0.634,147.896
0.837,0.561,9,-7.715,0,0.0379,0.372,5.14e-06,0.0561,0.454,97.02
0.689,0.859,1,-8.469,0,0.284,0.381,6.96e-05,0.638,0.194,169.956
0.854,0.715,0,-9.674,1,0.222,0.42,4.2e-05,0.573,0.79,131.925
0.847,0.431,0,-11.023,0,0.0561,0.508,0,0.0878,0.471,107.963
0.907,0.57,9,-8.185,0,0.0532,0.771,0.0166,0.104,0.582,120.042
0.849,0.821,7,-7.116,0,0.0816,0.784,1.2e-05,0.092,0.837,120.001
0.714,0.544,10,-6.885,0,0.0325,0.148,1.27e-05,0.0794,0.368,94.983
0.764,0.541,1,-8.127,0,0.0323,0.358,0.00339,0.13,0.598,115.006
0.678,0.382,1,-10.095,1,0.0308,0.812,0.00123,0.0948,0.409,110.01
0.657,0.356,3,-14.972,0,0.131,0.831,0.023,0.0971,0.438,170.023
0.681,0.651,10,-9.092,0,0.0304,0.144,0.189,0.285,0.79,140.004
0.83,0.932,10,-3.007,0,0.049,0.00264,0.0967,0.098,0.851,139.962
0.804,0.726,11,-6.957,0,0.0303,0.726,9.17e-06,0.352,0.559,117.989
0.843,0.484,5,-8.246,1,0.053,0.706,0,0.098,0.356,129.987
0.923,0.601,2,-4.692,1,0.0726,0.0644,0.000253,0.0508,0.776,129.944
0.642,0.539,6,-7.883,1,0.36,0.461,0,0.112,0.439,180.04
0.722,0.783,7,-6.877,0,0.0606,0.727,8.97e-06,0.13,0.422,119.971
0.824,0.779,7,-6.657,0,0.0509,0.464,0,0.119,0.816,103.989
0.713,0.537,7,-8.273,1,0.0894,0.602,0,0.11,0.44,142.357
0.495,0.374,6,-9.692,0,0.0406,0.934,0.00451,0.239,0.439,146.058
0.581,0.362,11,-9.459,1,0.172,0.783,0,0.234,0.307,78.808
0.586,0.596,1,-5.225,0,0.0343,0.721,0,0.0952,0.296,84.988
0.868,0.635,10,-7.308,0,0.116,0.224,0,0.111,0.822,142.042
0.515,0.754,11,-3.773,1,0.294,0.282,0,0.125,0.365,140.062
0.722,0.497,7,-9.358,0,0.554,0.216,0,0.157,0.459,176.081
0.714,0.573,6,-9.237,1,0.0391,0.387,9.14e-06,0.236,0.385,95.028
0.794,0.672,2,-8.731,0,0.0436,0.568,0,0.314,0.514,110.057
0.777,0.729,1,-4.577,0,0.0495,0.375,0,0.347,0.239,112.001
0.644,0.53,5,-7.32,1,0.0382,0.395,0,0.21,0.417,90.046
0.837,0.888,7,-2.644,1,0.135,0.0702,0,0.238,0.573,104.976
0.829,0.802,0,-6.985,0,0.187,0.36,0,0.111,0.438,136.046
0.704,0.573,0,-7.032,0,0.0518,0.737,0,0.068,0.759,127.995
0.911,0.556,9,-6.087,0,0.0633,0.174,0.0245,0.0492,0.53,130.104
0.693,0.664,5,-7.67,1,0.164,0.719,0.000329,0.11,0.529,159.833
0.726,0.679,3,-6.588,1,0.124,0.473,0,0.0921,0.454,91.991
0.824,0.429,1,-10.609,1,0.0821,0.529,0,0.118,0.541,109.964
0.658,0.375,4,-13.074,0,0.044,0.851,0,0.107,0.621,119.969
0.828,0.762,1,-5.245,1,0.0458,0.019,0,0.451,0.437,105.006
0.889,0.7,2,-7.613,0,0.0567,0.0857,0,0.0966,0.777,137.993
0.777,0.488,9,-9.53,0,0.0474,0.579,0,0.0927,0.771,130.055
0.773,0.673,8,-3.889,0,0.031,0.623,0,0.0699,0.891,110.009
0.428,0.741,5,-5.397,1,0.175,0.44,0,0.102,0.445,80.739
0.638,0.727,1,-5.958,0,0.0421,0.495,0,0.118,0.742,148.017
0.729,0.561,5,-10.968,1,0.148,0.775,0,0.209,0.696,94.045
0.787,0.58,9,-6.642,0,0.147,0.586,0.00277,0.111,0.418,123.025
0.659,0.302,2,-9.734,1,0.0321,0.888,0,0.1,0.301,99.925
0.593,0.325,6,-11.214,1,0.0296,0.957,0.219,0.286,0.442,110.068
0.663,0.344,0,-14.025,1,0.0495,0.922,0.00298,0.0916,0.469,135.904
0.85,0.337,11,-8.912,1,0.124,0.954,0,0.287,0.785,133.892
0.661,0.608,11,-8.091,1,0.0412,0.661,0.00111,0.0993,0.46,132.056
0.794,0.464,11,-7.654,1,0.0589,0.847,4.11e-06,0.181,0.479,123.942
0.738,0.422,5,-9.76,1,0.0365,0.851,0.00111,0.712,0.315,122.071
0.742,0.404,0,-8.944,1,0.0445,0.909,0.000671,0.0639,0.352,140.033
0.689,0.349,5,-7.609,1,0.0306,0.872,1.05e-05,0.0665,0.577,132.075
0.703,0.497,8,-8.892,1,0.0295,0.55,0.000403,0.0809,0.246,120.075
0.758,0.541,0,-5.904,1,0.05,0.694,0.000189,0.413,0.353,138.028
0.578,0.226,9,-14.729,1,0.0302,0.895,2.16e-06,0.128,0.323,127.832
0.573,0.354,9,-9.987,0,0.0338,0.807,0,0.0881,0.262,128.394
0.453,0.392,9,-5.505,0,0.0273,0.755,0,0.121,0.217,59.524
0.608,0.405,9,-6.005,0,0.0297,0.537,0,0.232,0.213,123.848
0.59,0.723,0,-5.197,0,0.0573,0.744,0,0.129,0.194,139.911
0.725,0.477,6,-7.191,0,0.0327,0.853,6.71e-05,0.0752,0.194,110.03
0.797,0.535,2,-6.677,1,0.0302,0.459,0,0.138,0.624,95.977
0.331,0.297,2,-13.588,1,0.0338,0.788,2.41e-06,0.0687,0.215,183.698
0.512,0.342,10,-11.075,1,0.037,0.903,0.000805,0.139,0.181,75.048
0.609,0.373,10,-5.845,1,0.0304,0.789,0,0.216,0.164,132.059
0.283,0.393,1,-8.485,1,0.0474,0.892,1.88e-06,0.101,0.298,66.47
0.681,0.516,0,-8.978,1,0.0382,0.67,0,0.213,0.498,114.038
0.63,0.595,10,-7.566,1,0.0382,0.713,0,0.126,0.508,123.906
0.538,0.384,11,-9.946,0,0.0466,0.872,7.12e-06,0.183,0.142,139.925
0.688,0.724,8,-7.775,1,0.0949,0.718,0,0.0693,0.463,121.973
0.618,0.554,6,-8.046,1,0.0557,0.705,0,0.43,0.283,131.704
0.569,0.427,6,-7.782,1,0.0297,0.513,0,0.114,0.448,124.873
0.524,0.408,6,-9.528,1,0.0314,0.356,0.728,0.123,0.175,125.032
0.671,0.497,11,-10.182,1,0.0454,0.234,0,0.345,0.521,148.009
0.678,0.458,11,-11.409,1,0.0413,0.202,0.0725,0.0839,0.335,148.014
0.754,0.49,6,-7.529,1,0.027,0.454,1.35e-06,0.126,0.755,101.978
0.778,0.407,8,-9.223,0,0.0605,0.846,2.72e-05,0.0936,0.407,100.022
0.337,0.378,9,-11.721,1,0.0535,0.816,0,0.656,0.418,83.451
0.806,0.682,1,-5.282,1,0.0392,0.0692,6.49e-06,0.66,0.604,109.999
0.627,0.762,7,-5.394,1,0.0385,0.168,5.47e-06,0.648,0.553,107.07
0.503,0.797,2,-5.035,0,0.192,0.251,0,0.208,0.32,115.661
0.597,0.705,6,-5.214,1,0.0352,0.642,0.00969,0.152,0.368,100.044
0.731,0.554,3,-6.314,1,0.0277,0.411,3.71e-05,0.0899,0.285,120.001
0.628,0.295,3,-16.838,1,0.0418,0.882,0.0739,0.114,0.314,78.968
0.648,0.354,11,-17.428,1,0.124,0.319,0,0.0917,0.604,74.998
0.487,0.272,10,-18.458,0,0.0373,0.544,0.466,0.103,0.395,154.984
0.624,0.637,6,-5.717,0,0.0464,0.309,4.93e-06,0.0551,0.241,99.905
0.695,0.363,11,-21.3,1,0.062,0.837,0.768,0.0917,0.468,75.011
0.75,0.349,0,-9.389,1,0.051,0.305,0,0.295,0.481,82.002
0.683,0.345,11,-9.824,1,0.0367,0.712,0,0.162,0.277,115.004
0.659,0.275,11,-14.607,1,0.0453,0.6,0,0.675,0.0876,109.945
0.572,0.357,8,-10.319,1,0.0276,0.779,8.28e-06,0.0943,0.44,79.939
0.503,0.342,0,-12.055,1,0.0465,0.666,5.91e-06,0.463,0.227,164.98
0.758,0.521,2,-7.499,1,0.0396,0.142,0,0.146,0.55,102.004
0.922,0.514,7,-7.703,1,0.296,0.873,2.25e-06,0.1,0.535,113.935
0.875,0.554,3,-5.275,1,0.0505,0.691,0.000666,0.112,0.746,118.012
0.73,0.262,3,-19.221,1,0.0967,0.873,0.024,0.102,0.482,109.971
0.949,0.501,8,-11.698,0,0.184,0.4,0,0.11,0.562,130.956
0.923,0.4,4,-10.41,0,0.117,0.55,4.72e-05,0.0913,0.414,134.083
0.811,0.568,7,-8.961,1,0.429,0.566,0.000137,0.12,0.489,74.754
0.798,0.659,3,-6.221,1,0.0474,0.0962,0.278,0.0764,0.806,131.978
0.711,0.292,2,-12.504,1,0.387,0.369,0.00703,0.0859,0.232,169.949
0.894,0.615,3,-5.291,1,0.0435,0.32,0.000484,0.0859,0.953,117.963
0.695,0.44,6,-8.482,1,0.0332,0.678,0.00137,0.103,0.225,115.009
0.875,0.45,7,-6.277,0,0.0483,0.17,7.17e-06,0.106,0.454,94.999
0.602,0.486,6,-7.115,1,0.0368,0.562,2.43e-05,0.187,0.501,75.017
0.803,0.329,9,-7.728,1,0.181,0.095,0,0.0875,0.501,182.049
0.868,0.428,8,-6.81,1,0.0461,0.607,0.000234,0.183,0.547,139.993
0.635,0.236,7,-13.143,0,0.102,0.882,0.616,0.335,0.216,157.92
0.714,0.202,11,-11.438,1,0.0433,0.894,0.118,0.171,0.313,97.985
0.805,0.498,0,-6.041,0,0.0385,0.566,3.72e-05,0.114,0.521,95.033
0.466,0.512,5,-9.242,0,0.0889,0.137,0.0296,0.104,0.31,80.911
0.736,0.111,6,-21.685,1,0.0391,0.695,0.0833,0.347,0.213,121.968
0.772,0.519,9,-10.351,1,0.0409,0.639,0.00203,0.101,0.628,120.038
0.509,0.483,1,-7.386,1,0.0491,0.871,7.29e-06,0.101,0.387,185.915
0.86,0.468,11,-11.943,1,0.0834,0.581,0.0111,0.102,0.593,130.027
0.742,0.473,10,-13.756,1,0.0617,0.897,0.313,0.235,0.375,89.99
0.713,0.4,8,-13.824,1,0.0337,0.632,0.00268,0.147,0.544,108.03
0.61,0.409,2,-10.828,1,0.0448,0.67,0,0.322,0.431,174.043
0.834,0.437,4,-8.201,0,0.0506,0.738,0.00148,0.389,0.684,90.009
0.626,0.718,0,-7.779,0,0.0558,0.386,2.77e-06,0.112,0.428,153.99
0.869,0.612,8,-8.084,1,0.231,0.788,3.17e-05,0.101,0.645,142.059
0.909,0.622,6,-10.213,0,0.274,0.469,0,0.0894,0.666,87.481
0.391,0.084,0,-17.843,1,0.0317,0.953,0,0.0983,0.111,79.449
0.351,0.296,4,-10.109,0,0.0333,0.934,0,0.095,0.12,115.284
0.475,0.37,4,-7.725,0,0.0361,0.819,0.0577,0.0841,0.157,144.828
0.516,0.254,9,-16.027,0,0.0589,0.816,0.855,0.189,0.304,56.829
0.367,0.111,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,0.198,82.642
0.332,0.225,0,-8.697,1,0.0348,0.767,0.00349,0.128,0.297,81.055
0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006
0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128
0.412,0.236,4,-15.159,0,0.0379,0.83,0.00653,0.147,0.119,140.214
0.893,0.4,11,-7.981,0,0.0643,0.0452,0.0823,0.0632,0.945,124.987
0.897,0.535,6,-10.331,0,0.287,0.00455,0,0.085,0.429,81.998
0.706,0.502,0,-9.353,0,0.138,0.143,0,0.137,0.644,142.025
0.809,0.42,8,-14.145,1,0.319,0.654,2.91e-06,0.116,0.521,148.048
0.646,0.811,1,-8.32,1,0.364,0.0712,9.97e-06,0.0876,0.602,147.979
0.945,0.475,11,-11.178,0,0.236,0.0823,0,0.162,0.723,130.03
0.722,0.79,1,-5.606,0,0.254,0.221,0,0.325,0.617,141.763
0.726,0.422,7,-11.722,1,0.136,0.7,0.0112,0.183,0.328,130.039
0.69,0.291,4,-16.499,1,0.0515,0.207,1.06e-06,0.205,0.584,139.126
0.576,0.444,2,-11.141,0,0.028,0.136,0.000849,0.234,0.286,135.948
0.69,0.279,1,-18.617,1,0.121,0.47,0.915,0.109,0.27,73.998
0.639,0.771,8,-7.032,0,0.209,0.0312,0,0.246,0.505,166.117
0.843,0.73,4,-8.585,0,0.237,0.149,0,0.141,0.732,152.077
0.742,0.767,9,-9.006,1,0.354,0.232,0,0.108,0.323,148.014
0.832,0.774,7,-7.336,1,0.314,0.219,0,0.116,0.67,156.04
0.752,0.69,6,-10.928,0,0.17,0.0775,0,0.225,0.349,137.914
0.766,0.7,9,-7.627,1,0.256,0.254,0,0.148,0.389,142.045
0.797,0.742,5,-10.813,0,0.194,0.443,0,0.0653,0.647,143.015
0.721,0.413,7,-12.34,1,0.0319,0.46,0.373,0.115,0.194,98.262
0.603,0.336,5,-15.145,1,0.218,0.0916,0,0.11,0.606,151.759
0.756,0.374,8,-16.765,1,0.131,0.188,0,0.0988,0.692,154.998
0.852,0.754,7,-7.46,0,0.393,0.0908,0,0.152,0.726,73.486
0.728,0.614,11,-12.284,1,0.246,0.105,0.000211,0.107,0.629,142.043
0.699,0.321,1,-11.273,1,0.0568,0.188,0.559,0.109,0.438,89.988
0.793,0.416,6,-11.869,1,0.0946,0.0935,0.693,0.102,0.442,183.953
0.575,0.217,3,-9.938,0,0.0381,0.499,0.00413,0.138,0.0344,95.023
0.597,0.549,7,-10.067,0,0.0294,0.882,0.0054,0.105,0.106,92.02
0.806,0.743,0,-5.692,1,0.0472,0.117,0,0.115,0.575,154.021
0.785,0.622,8,-8.908,0,0.323,0.082,0.000335,0.0667,0.716,139.895
0.634,0.693,3,-7.909,0,0.141,0.511,0,0.3,0.646,139.967
0.641,0.608,8,-9.29,0,0.0497,0.34,0,0.136,0.5,154.962
0.859,0.653,5,-7.451,0,0.159,0.381,0,0.11,0.681,144.917
0.897,0.655,1,-9.046,0,0.296,0.0163,0,0.0552,0.522,134.981
0.843,0.831,2,-7.482,1,0.109,0.32,0,0.0669,0.36,118.075
0.443,0.306,2,-12.22,1,0.0327,0.292,1.77e-05,0.216,0.432,151.495
0.709,0.643,2,-4.994,1,0.0469,0.447,0,0.321,0.359,135.941
0.53,0.0787,11,-21.185,1,0.0291,0.951,0.00873,0.0951,0.186,89.275
0.871,0.52,10,-8.692,0,0.0356,0.236,0.0678,0.0822,0.34,131.988
0.777,0.721,6,-5.06,1,0.047,0.374,0.000212,0.0764,0.211,95.049
0.7,0.527,6,-7.367,1,0.0298,0.462,0.0077,0.153,0.32,127.018
0.777,0.53,5,-11.434,1,0.0391,0.34,0.192,0.122,0.252,120.008
0.757,0.584,10,-13.131,0,0.0748,0.279,0.000247,0.0657,0.286,125.048
0.716,0.559,2,-5.716,1,0.0421,0.525,1.92e-06,0.11,0.283,135.902
0.786,0.412,8,-8.717,0,0.0523,0.749,0.00249,0.101,0.537,119.897
0.816,0.471,2,-8.061,1,0.0633,0.716,3.12e-05,0.0869,0.402,109.013
0.709,0.415,10,-8.765,1,0.026,0.858,7.01e-05,0.158,0.232,102.982
0.396,0.474,8,-7.822,0,0.0889,0.652,1.72e-05,0.141,0.389,90.068
0.385,0.578,11,-9.391,0,0.125,0.762,7.77e-05,0.283,0.363,75.085
0.757,0.671,9,-6.33,0,0.0737,0.555,0,0.114,0.424,95.027
0.926,0.394,4,-14.257,0,0.176,0.336,0,0.128,0.41,104.979
0.71,0.846,0,-4.37,0,0.0475,0.604,0.00613,0.101,0.551,110.031
0.786,0.679,11,-6.171,0,0.0699,0.56,0,0.0658,0.58,104.976
0.231,0.458,2,-5.796,1,0.0334,0.631,3.37e-05,0.0733,0.254,185.574
0.552,0.373,2,-7.368,1,0.0344,0.834,0.0266,0.096,0.264,106.936
0.513,0.284,2,-13.584,0,0.0435,0.833,0,0.0879,0.171,131.829
0.617,0.643,2,-6.91,1,0.0669,0.63,1.74e-05,0.347,0.494,81.97
0.662,0.266,2,-7.556,1,0.0309,0.862,0,0.0867,0.298,84.928
0.458,0.289,3,-9.86,1,0.0448,0.771,0,0.0962,0.369,179.809
0.346,0.295,1,-10.428,1,0.0319,0.532,0,0.0863,0.359,140.309
0.526,0.364,4,-9.021,1,0.039,0.784,0,0.109,0.181,124.739
0.44,0.35,5,-8.33,0,0.03,0.861,1.26e-05,0.159,0.331,145.758
0.626,0.428,3,-8.746,1,0.0386,0.802,0,0.0754,0.309,130.025
0.496,0.433,0,-7.809,1,0.0388,0.792,0,0.102,0.492,172.0
0.475,0.222,11,-10.435,1,0.0309,0.896,0,0.111,0.358,169.807
0.824,0.171,4,-15.871,0,0.0527,0.857,0,0.107,0.693,100.036
0.612,0.463,2,-9.185,1,0.0765,0.663,2.44e-05,0.638,0.642,143.981
0.702,0.177,11,-17.406,1,0.0516,0.807,0,0.109,0.54,87.083
0.811,0.276,7,-14.892,1,0.042,0.785,2.83e-06,0.128,0.704,95.021
0.844,0.153,9,-13.754,1,0.0414,0.595,9.84e-05,0.122,0.365,110.024
0.707,0.353,6,-13.412,1,0.0339,0.8,8.11e-06,0.0873,0.364,119.987
0.814,0.24,7,-11.598,1,0.0771,0.745,1.01e-06,0.225,0.341,100.036
0.422,0.131,7,-13.046,1,0.0472,0.968,6.31e-06,0.101,0.514,173.718
0.576,0.18,9,-14.24,1,0.0317,0.908,0,0.0863,0.4,129.874
0.48,0.334,1,-12.37,1,0.0331,0.588,4.1e-06,0.114,0.319,144.163
0.804,0.742,4,-5.845,1,0.0783,0.431,0,0.212,0.532,117.004
0.561,0.195,11,-12.572,1,0.0375,0.879,0,0.0979,0.392,105.213
0.888,0.661,11,-8.951,0,0.331,0.336,0.000142,0.0614,0.398,105.052
0.648,0.4,11,-8.786,1,0.0307,0.7,2.44e-06,0.157,0.208,123.954
0.506,0.297,1,-12.335,1,0.034,0.857,0,0.172,0.685,164.193
0.611,0.441,5,-5.849,1,0.0333,0.871,0,0.103,0.301,134.012
0.483,0.346,0,-8.35,1,0.0407,0.882,0,0.107,0.148,124.83
0.425,0.222,4,-10.585,1,0.0447,0.919,0.000179,0.107,0.232,129.847
0.701,0.76,0,-5.478,1,0.0285,0.107,6.54e-05,0.185,0.69,103.969
0.791,0.694,6,-4.332,0,0.0335,0.0736,1.75e-06,0.0958,0.826,123.508
0.74,0.697,8,-4.912,1,0.034,0.0268,0,0.224,0.732,138.992
0.386,0.592,11,-7.299,1,0.374,0.363,0,0.117,0.161,146.879
0.681,0.798,2,-4.367,1,0.0375,0.00398,5.11e-06,0.0542,0.516,105.99
0.522,0.697,1,-5.288,0,0.103,0.0291,0,0.319,0.235,169.775
0.672,0.803,3,-5.061,0,0.049,0.0111,0,0.0782,0.578,120.058
0.543,0.854,7,-4.4,0,0.172,0.00397,0,0.0335,0.644,144.037
0.515,0.387,7,-10.614,1,0.192,0.757,0,0.622,0.408,86.313
0.721,0.457,0,-6.916,1,0.159,0.308,0,0.258,0.63,129.98
0.48,0.461,4,-9.914,1,0.0333,0.78,0,0.162,0.523,71.944
0.713,0.482,10,-5.741,1,0.0507,0.462,0,0.083,0.452,92.951
0.655,0.532,2,-6.298,1,0.0683,0.822,0,0.143,0.421,138.942
0.627,0.459,0,-6.583,1,0.0481,0.775,0,0.0744,0.728,139.881
0.65,0.628,2,-6.879,1,0.0645,0.534,0,0.28,0.554,79.069
0.639,0.51,6,-6.921,1,0.0796,0.791,1.82e-06,0.0902,0.654,88.898
0.699,0.486,4,-7.324,1,0.0419,0.598,0,0.114,0.608,98.013
0.646,0.652,7,-5.493,1,0.0419,0.577,0,0.128,0.438,83.132
0.584,0.468,0,-5.144,1,0.0271,0.67,0,0.126,0.767,92.987
0.572,0.446,5,-5.569,1,0.0374,0.718,0,0.221,0.475,173.907
0.746,0.686,11,-5.111,0,0.0521,0.643,0,0.107,0.594,129.945
0.732,0.701,6,-6.197,1,0.109,0.348,1.94e-05,0.107,0.654,138.958
0.682,0.708,5,-4.804,1,0.0625,0.628,4.52e-06,0.184,0.669,154.96
0.585,0.708,5,-7.2,0,0.0442,0.0155,0,0.112,0.407,150.143
0.68,0.517,1,-7.035,0,0.0392,0.541,0,0.0832,0.347,101.975
0.639,0.672,4,-4.294,1,0.0453,0.606,0,0.27,0.655,123.03
0.578,0.662,0,-3.533,1,0.0557,0.446,0,0.129,0.488,76.04
0.602,0.629,11,-7.168,0,0.0426,0.233,0,0.117,0.363,149.952
0.652,0.482,8,-5.959,1,0.0266,0.477,0,0.118,0.662,83.009
0.818,0.707,5,-5.178,0,0.108,0.166,0,0.161,0.589,133.059
0.705,0.849,0,-2.595,1,0.0493,0.0647,0,0.653,0.609,125.976
0.886,0.781,5,-1.837,0,0.333,0.0895,0,0.0715,0.672,104.996
0.613,0.73,10,-3.645,0,0.122,0.00875,2.25e-06,0.268,0.576,160.051
0.581,0.8,1,-2.613,1,0.411,0.154,0,0.0697,0.709,119.872
0.689,0.771,5,-3.618,1,0.0548,0.00776,0,0.521,0.482,157.052
0.596,0.98,7,-3.786,1,0.0709,0.0744,0,0.349,0.675,128.934
0.812,0.89,6,-2.661,0,0.209,0.0961,0,0.0222,0.69,100.006
0.601,0.786,1,-3.706,1,0.234,0.213,0,0.209,0.79,172.156
0.707,0.74,11,-4.311,0,0.0509,0.179,0,0.612,0.336,127.974
0.728,0.563,1,-8.053,0,0.134,0.621,0,0.179,0.352,100.017
0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025
0.775,0.613,3,-4.586,0,0.0542,0.109,2.33e-05,0.134,0.797,100.066
0.881,0.592,2,-4.898,1,0.0324,0.619,1.32e-05,0.0901,0.719,101.058
0.667,0.613,1,-5.353,1,0.0344,0.403,0,0.115,0.47,91.024
0.689,0.627,6,-5.692,1,0.308,0.105,0.000321,0.0905,0.905,184.008
0.795,0.616,1,-5.281,0,0.06,0.417,0,0.349,0.815,110.015
0.749,0.535,4,-6.785,1,0.0336,0.0131,3.65e-05,0.0982,0.601,123.042
0.696,0.517,2,-8.379,0,0.0366,0.364,0,0.197,0.23,112.291
0.849,0.699,1,-5.106,0,0.0436,0.0982,0.000215,0.068,0.927,138.003
0.804,0.731,1,-6.88,0,0.09,0.104,2.11e-06,0.0969,0.663,138.014
0.856,0.5,11,-9.393,1,0.18,0.487,0,0.104,0.886,135.03
0.869,0.376,11,-8.458,0,0.364,0.112,5.81e-05,0.111,0.879,148.019
0.722,0.388,2,-5.173,1,0.0348,0.000403,6.18e-05,0.113,0.104,141.988
